"","gender","education level","province","marital status","experience of finance","The level of risk reverse","finance problem 1","finance problem 2","The condition of the answer of financial problems","real estate","fund","stock","bond","internet planning","financial planning","derivative","gold","no RMB asset","pension insurance","medical issurance","business issurance","educational investment"
"1745","male","college","浙江省","married","No","Risk Reverse","No","Yes","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1746","male","senior high","浙江省","married","No","Little Risk Reverse","Yes","Yes","two","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No"
"1747","femal","junior high","浙江省","married","No","Little Risk Reverse","Yes","No","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1748","femal","special school","浙江省","divorce","No","Risk Neutral","Yes","Yes","two","Yes","No","No","Yes","No","Yes","No","No","No","Yes","Yes","No","No"
"1749","male","college","浙江省","married","Yes","Risk Neutral","Yes","Yes","two","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"1750","male","junior high","浙江省","married","No","Risk Reverse","Yes","No","one","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"1751","male","undergraduate","浙江省","married","No","Risk Neutral","Yes","Yes","two","No","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","No"
"1752","femal","undergraduate","浙江省","married","Yes","Risk Neutral","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1753","male","undergraduate","浙江省","married","No","Risk Neutral","Yes","Yes","two","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No"
"1754","femal","junior high","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","Yes","No","Yes","No","No","No","Yes","Yes","No","No"
"1755","femal","primary","浙江省","married","No","Risk Neutral","Yes","No","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1756","femal","senior high","浙江省","married","No","Risk Reverse","No","Yes","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1757","femal","junior high","浙江省","widowed","No","Risk Neutral","No","No","none","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No"
"1758","femal","undergraduate","浙江省","married","Yes","Little Risk Preference","Yes","Yes","two","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No"
"1759","femal","undergraduate","浙江省","married","Yes","Little Risk Reverse","Yes","Yes","two","Yes","No","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No"
"1760","femal","college","浙江省","married","No","Risk Reverse","No","Yes","one","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"1761","male","senior high","浙江省","married","No","Risk Reverse","No","Yes","one","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1762","femal","college","浙江省","married","No","Little Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1763","femal","junior high","浙江省","married","No","Little Risk Reverse","Yes","Yes","two","No","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","No"
"1764","male","undergraduate","浙江省","married","Yes","Risk Neutral","Yes","Yes","two","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes","No"
"1765","femal","junior high","浙江省","married","No","Risk Neutral","Yes","No","one","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1766","femal","none","浙江省","widowed","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1767","male","junior high","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1768","male","college","浙江省","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1769","femal","primary","浙江省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1770","male","senior high","浙江省","married","No","Little Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1771","male","none","浙江省","widowed","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1772","male","primary","浙江省","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1773","femal","primary","浙江省","married","No","Risk Reverse","No","Yes","one","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No"
"1774","male","junior high","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1775","male","junior high","浙江省","married","No","Little Risk Reverse","Yes","Yes","two","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1776","femal","senior high","浙江省","divorce","Yes","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1777","male","undergraduate","浙江省","married","Yes","Risk Neutral","Yes","Yes","two","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1778","femal","senior high","浙江省","divorce","Yes","Little Risk Preference","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1779","femal","college","浙江省","married","Yes","Little Risk Reverse","Yes","Yes","two","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No"
"1780","femal","undergraduate","浙江省","married","Yes","Little Risk Preference","Yes","Yes","two","No","Yes","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","No"
"1781","male","junior high","浙江省","married","No","Little Risk Reverse","No","No","none","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"1782","male","special school","浙江省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1783","femal","undergraduate","浙江省","married","No","Risk Neutral","Yes","No","one","No","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No"
"1784","femal","primary","浙江省","married","No","Risk Reverse","No","No","none","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No"
"1785","femal","junior high","浙江省","married","No","Risk Reverse","No","No","none","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1786","male","primary","浙江省","married","No","Else","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1787","male","primary","浙江省","married","No","Risk Reverse","Yes","Yes","two","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1788","male","college","浙江省","unmarried","No","Risk Neutral","No","No","none","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1789","femal","junior high","浙江省","married","No","Little Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1790","femal","primary","浙江省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1791","male","senior high","浙江省","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1792","male","senior high","浙江省","married","No","Risk Reverse","Yes","No","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1793","femal","undergraduate","浙江省","married","No","Risk Neutral","Yes","Yes","two","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1794","male","primary","浙江省","married","No","Else","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1795","male","junior high","浙江省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1796","male","college","浙江省","married","No","Risk Neutral","No","Yes","one","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"1797","male","primary","浙江省","married","No","Little Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1798","male","junior high","浙江省","married","No","Risk Preference","No","No","none","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"1799","male","junior high","浙江省","married","No","Risk Reverse","Yes","Yes","two","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1800","male","undergraduate","浙江省","unmarried","No","Little Risk Reverse","No","Yes","one","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes","No"
"1801","femal","college","浙江省","married","No","Risk Neutral","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1802","male","primary","浙江省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1803","male","none","浙江省","married","No","Else","No","No","none","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No"
"1804","male","junior high","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1805","femal","junior high","浙江省","married","No","Else","No","No","none","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No"
"1806","male","junior high","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1807","femal","junior high","浙江省","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1808","male","primary","浙江省","married","Yes","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1809","male","primary","浙江省","widowed","No","Risk Neutral","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1810","male","college","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1811","male","junior high","浙江省","married","No","Risk Reverse","Yes","No","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1812","femal","junior high","浙江省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1813","femal","undergraduate","浙江省","married","No","Little Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1814","male","senior high","浙江省","married","No","Little Risk Reverse","No","Yes","one","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1815","male","none","浙江省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","No","No","No","No"
"1816","femal","undergraduate","浙江省","married","No","Risk Neutral","No","No","none","Yes","No","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No"
"1817","male","special school","浙江省","married","No","Little Risk Reverse","No","No","none","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1818","femal","junior high","浙江省","married","Yes","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1819","male","college","浙江省","married","No","Little Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1820","male","senior high","浙江省","married","No","Little Risk Reverse","Yes","Yes","two","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes","No"
"1821","male","primary","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1822","femal","junior high","浙江省","married","No","Else","Yes","No","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1823","femal","senior high","浙江省","married","No","Little Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1824","male","senior high","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1825","femal","college","浙江省","married","No","Little Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1826","femal","junior high","浙江省","married","No","Little Risk Reverse","Yes","No","one","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"1827","male","junior high","浙江省","married","No","Else","No","Yes","one","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"1828","femal","senior high","浙江省","married","Yes","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1829","femal","primary","浙江省","married","No","Little Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1830","femal","primary","浙江省","divorce","No","Risk Neutral","Yes","No","one","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1831","femal","primary","浙江省","married","No","Risk Neutral","Yes","No","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1832","male","undergraduate","浙江省","married","No","Risk Neutral","Yes","No","one","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"1833","male","junior high","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No"
"1834","male","senior high","浙江省","married","No","Risk Reverse","Yes","No","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1835","femal","senior high","浙江省","divorce","Yes","Little Risk Reverse","Yes","Yes","two","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1836","femal","junior high","浙江省","unmarried","No","Risk Reverse","No","No","none","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1837","femal","junior high","浙江省","married","No","Little Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1838","male","junior high","浙江省","married","No","Little Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"1839","femal","junior high","浙江省","married","No","Little Risk Reverse","No","No","none","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No","No"
"1840","male","senior high","浙江省","married","No","Risk Neutral","Yes","Yes","two","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"1841","femal","senior high","浙江省","married","No","Little Risk Reverse","No","Yes","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1842","male","junior high","浙江省","married","No","Risk Reverse","No","Yes","one","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1843","male","junior high","浙江省","married","Yes","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1844","male","junior high","浙江省","married","No","Risk Neutral","Yes","Yes","two","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No"
"1845","femal","primary","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"1846","male","senior high","浙江省","married","No","Little Risk Reverse","No","Yes","one","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1847","male","junior high","浙江省","married","Yes","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1848","male","senior high","浙江省","married","No","Little Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1849","male","primary","浙江省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1850","male","primary","浙江省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"1851","male","junior high","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1852","male","primary","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1853","femal","junior high","浙江省","married","No","Else","Yes","No","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1854","femal","junior high","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1855","male","junior high","浙江省","married","No","Little Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1856","male","primary","浙江省","married","No","Risk Neutral","Yes","Yes","two","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No"
"1857","femal","junior high","浙江省","married","No","Risk Reverse","Yes","Yes","two","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1858","male","special school","浙江省","unmarried","No","Risk Reverse","No","Yes","one","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1859","femal","senior high","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1860","femal","primary","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1861","femal","junior high","浙江省","married","No","Risk Neutral","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1862","male","primary","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1863","male","primary","浙江省","married","No","Else","Yes","Yes","two","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No"
"1864","femal","none","浙江省","widowed","No","Little Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1865","male","primary","浙江省","married","No","Risk Reverse","No","Yes","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1866","male","junior high","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1867","femal","primary","浙江省","married","No","Else","No","No","none","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1868","femal","junior high","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"1869","femal","junior high","浙江省","married","No","Risk Neutral","Yes","Yes","two","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No"
"1870","femal","college","浙江省","divorce","Yes","Little Risk Reverse","No","Yes","one","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"1871","femal","junior high","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1872","femal","senior high","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No"
"1873","femal","college","浙江省","married","Yes","Risk Neutral","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1874","femal","primary","浙江省","widowed","No","Risk Reverse","No","Yes","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1875","femal","senior high","浙江省","married","No","Little Risk Reverse","No","No","none","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No"
"1876","male","primary","浙江省","married","No","Little Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1877","male","primary","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1878","femal","junior high","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"1879","femal","junior high","浙江省","married","No","Little Risk Reverse","Yes","Yes","two","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1880","femal","senior high","浙江省","married","No","Risk Neutral","No","No","none","Yes","No","No","No","No","No","No","No","No","No","No","No","No"
"1881","male","junior high","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1882","femal","junior high","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1883","femal","none","浙江省","married","No","Little Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1884","male","junior high","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1885","femal","primary","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1886","femal","junior high","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1887","male","junior high","浙江省","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1888","male","senior high","浙江省","married","No","Else","No","Yes","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1889","femal","primary","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","Yes","No","No","No","No","No","Yes","No","No"
"1890","male","primary","浙江省","widowed","No","Risk Reverse","Yes","No","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1891","femal","senior high","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1892","femal","primary","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1893","femal","primary","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","Yes","No","No","No","No","No","Yes","No","No"
"1894","femal","primary","浙江省","widowed","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1895","male","senior high","浙江省","married","No","Little Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1896","male","junior high","浙江省","married","No","Little Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No"
"1897","femal","primary","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1898","male","primary","浙江省","married","No","Else","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1899","male","senior high","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1900","femal","senior high","浙江省","widowed","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1901","male","primary","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1902","femal","primary","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1903","male","primary","浙江省","widowed","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1904","male","college","浙江省","married","Yes","Little Risk Reverse","No","Yes","one","No","No","Yes","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1905","femal","master","浙江省","married","No","Risk Neutral","Yes","Yes","two","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"1906","male","primary","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1907","femal","senior high","浙江省","married","No","Risk Reverse","No","Yes","one","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1908","femal","primary","浙江省","widowed","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1909","femal","college","浙江省","married","No","Little Risk Reverse","Yes","Yes","two","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"1910","femal","college","浙江省","married","No","Little Risk Reverse","Yes","Yes","two","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"1911","male","junior high","浙江省","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1912","male","senior high","浙江省","married","No","Risk Reverse","No","Yes","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1913","male","college","浙江省","unmarried","Yes","Little Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1914","femal","special school","浙江省","widowed","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1915","male","junior high","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No"
"1916","male","undergraduate","浙江省","married","No","Risk Preference","No","Yes","one","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1917","male","primary","浙江省","married","No","Little Risk Reverse","No","Yes","one","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1918","male","college","浙江省","married","No","Little Risk Reverse","Yes","No","one","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"1919","male","college","浙江省","unmarried","No","Else","No","No","none","No","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No"
"1920","male","primary","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1921","femal","college","浙江省","married","No","Little Risk Reverse","Yes","No","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1922","male","senior high","浙江省","married","No","Risk Neutral","Yes","Yes","two","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No"
"1923","male","college","浙江省","unmarried","No","Little Risk Reverse","Yes","No","one","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"1924","femal","primary","浙江省","married","No","Little Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1925","femal","junior high","浙江省","married","Yes","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1926","male","junior high","浙江省","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1927","femal","primary","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1928","femal","junior high","浙江省","married","No","Little Risk Preference","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No"
"1929","male","junior high","浙江省","married","Yes","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1930","femal","primary","浙江省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"1931","male","junior high","浙江省","married","No","Else","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1932","male","junior high","浙江省","married","No","Little Risk Reverse","Yes","No","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1933","femal","primary","浙江省","married","No","Little Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1934","femal","primary","浙江省","widowed","No","Else","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1935","femal","primary","浙江省","married","No","Little Risk Reverse","No","No","none","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No"
"1936","male","primary","浙江省","married","No","Risk Reverse","Yes","No","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1937","femal","primary","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1938","femal","junior high","浙江省","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1939","femal","junior high","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1940","femal","primary","浙江省","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1941","male","primary","浙江省","married","No","Else","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1942","femal","primary","浙江省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1943","femal","senior high","浙江省","married","No","Risk Neutral","No","No","none","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"1944","male","senior high","浙江省","married","No","Little Risk Reverse","No","Yes","one","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No"
"1945","male","primary","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1946","male","primary","浙江省","married","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1947","male","junior high","浙江省","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1948","male","primary","浙江省","widowed","No","Else","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1949","male","primary","浙江省","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1950","male","college","浙江省","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"1951","male","senior high","浙江省","married","No","Else","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
